lot,title,priority,photo_count,photo_review_status,source_photo_url,existing_photo_findings,market_research_status,required_next_checks,historical_unverified_low_usd,historical_unverified_high_usd,researched_low_usd,researched_high_usd,researched_max_hammer_usd
18380,"(1) 2013 John Deere 700K LGP dozer, enclosed cab, A/C and heat, joystick control, push button start,...",Low,29,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/afb5c58396df7e8b7608/large,"Large yellow John Deere 700K LGP enclosed-cab crawler dozer, detailed cab and track views; costly drivetrain/undercarriage inspection essential.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18384,"(1) Ohio Central Steel Company screen machine, model 45D46-3-3458, Lister engine #FNT803105*300-1739...",Low,19,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/ae8598645921816c37c7/large,Large green Ohio Central Steel screening machine with steel deck and conveyor components; rust/wear and engine operation unverified.,Not researched,"Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18385,"(1) steel grizzly box, approx. 128"" length x 64"" depth x 88"" to top, 3 3/4"" spacing in between bars,...",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f27b5afb1aa0e227215f/large,"Heavy rusted steel grizzly box with wide-spaced top bars, photographed outdoors; inspect bent bars, cracked welds and lifting.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18386,"(1) steel grizzly box, approx. 132.5"" length x 64"" depth x 106"" to top, 5.5"" spacing in between bars...",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/42d1962e44540137b97b/large,"Second heavy steel grizzly box with slotted top bars, weathered and rusty; inspect structural integrity and loading.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18387,"(1) steel grizzly box, approx. 150"" length x 70"" depth x 104"" to top, 12"" spacing in between bars, w...",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/76b1081264e91a21d819/large,"Third large steel grizzly box with wider bars and support frame, surface rust; heavy rigging required.",Not researched,"Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18388,"(1) Turner Tillage Pit Style offset disc harrow, adjustable, approx. 10', winning bidder responsible...",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/d3229a31561267245376/large,"Rusty Turner Tillage offset disc harrow with multiple disc gangs and wheels in grass; bearings, blades and transport unverified.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18457,Large lot of assorted grease guns.,Low,5,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/f88db4c15afba7d58f46/large,"Five original images examined. Bin of approximately ten mixed manual grease guns with rigid and flexible hoses; oxidation, old grease and mismatched couplers; pump seals untested. Bulk/local resale only.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",30,90,,,
18465,Set of (3) various air needle scale removers with a new Central Pneumatic 19-piece needle scaler rep...,Low,6,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/dc86aad7af1e3aaad3fc/large,Three older pneumatic needle scaler/air chisel bodies including one labeled Soiler and boxed Central Pneumatic replacement needles. Worn housings and uncertain needle completeness. Test air consumption and replacement-part fit.,Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",85,225,,,
18466,"Set of Facom #76803, 5-piece starter punch set, (1) Mayhew Pro #62065, long pin punch set, both with...",Low,7,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/cc0f13478dc6145cb84b/large,"Mixed FACOM punches and Greenfield numbered metal stamp sets, plus older loose steel punches in cardboard tray. Multiple branded sets appear partial; verify letter/number counts, sizes and undamaged striking heads.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",55,155,,,
18467,"Lot including (1) make and model unknown 3/8"" drive air impact tool, (1) make and model unknown 3/8""...",Low,6,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/4288f6a1afbb959a1927/large,"Six original images examined. Four used pneumatic tools: pistol impact, ratchet, reciprocating saw and pistol air tool, all heavily scratched; fittings visible. Air operation and maker/model of each tool unverified.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",40,120,,,
18468,"(1) Ingersoll-Rand, model unknown, 3/8"" drive air impact tool, and (1) Ingersoll-Rand, model 2235, 3...",Low,4,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/24ec637db942630b443d/large,Two older gray Ingersoll-Rand air impacts and a short hose are photographed. Both show grime/used housings; the exact model and drive size of each require a nameplate check and air test.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",95,225,,,
18471,"(1) Fowler, item #52-483-888, deburring kit with case, (1) Central Pneumatic 1/4"" air angle die grin...",Low,6,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/3074252e09b1ac7cba61/large,"Six original images examined. Fowler 52-483-888 deburring kit in red fitted case, multiple blade recesses appear empty; Blue Point AT157R 3-inch reversible cut-off tool with guard, two other air grinders and boxed tool. Worn boxes; all untested.",Not researched,"Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",45,120,,,
18472,"(1) Dremel, model 290, electric engraver, and (5) Central Pneumatic 1/4"" air angle die grinders.",Low,5,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/cc85548225d7c1a12a15/large,"Five original images examined. Dremel electric engraver in older blue box and five used Central Pneumatic angle/straight pneumatic grinders; several have mounted abrasive wheels, visibly worn housings and dirty fittings.",Not researched,"Verify exact model, voltage, completeness and operation | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",40,100,,,
18473,"(1) Central Pneumatic, item #01704, 90 PSI/3700 SPM air file, (1) Central Pneumatic, item #60627, 3/...",Low,5,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/277a6f8ba88d0b1e01a5/large,"Five original images examined. Central Pneumatic pneumatic air file, narrow belt sander, two die grinders and packaged sanding belts; worn housings and visible loose accessories. Test file/belt tracking and air leaks.",Not researched,"Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,90,,,
18474,"Lot of (6) Central Pneumatic, 1/4"" air die grinders.",Low,4,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/c805a67c68cf41535857/large,"Four original images examined. Six used Central Pneumatic/CP-style straight pneumatic die grinders with various mounted stones and burrs; dirty housings, visibly used bits and untested air motors.",Not researched,"Count exact included models, quantities and accessories | Verify exact model, voltage, completeness and operation | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",40,110,,,
18475,"Lot including (3) Central Pneumatic, 1/4"" die grinders, (1) Central Pneumatic, model unknown, air di...",Low,6,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/1c4173bec5558d77604e/large,"Six original images examined. Six mixed straight and angled pneumatic die grinders, including a black angle unit, mounted abrasive/wire wheels and dirty air fittings; significant visible shop use.",Not researched,"Count exact included models, quantities and accessories | Verify exact model, voltage, completeness and operation | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,100,,,
18476,"(1) 1/2-ton capacity, and (1) 1-ton capacity plate lifters, and (2) mechanical plate lifters.",Low,7,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/e56cac5f63ce1c1438a0/large,"Seven original images examined. Multiple heavy plate-lifting clamps with eyelets and articulated gripping jaws; widespread rust and worn painted bodies, markings partially legible. No current load-rating or inspection record established.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",20,70,,,
18479,"(2) boxes of assorted files, some with custom golf ball handles.",Low,7,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/27b08b2f0ade9054dc3f/large,"Seven original images examined. Two full cartons of numerous large metalworking files and rasps, some packaged Nicholson/SuperTanium and many with improvised white golf-ball handles. Mixed used teeth and some oxidation.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",40,120,,,
18480,"(2) boxes of assorted files, some with custom golf ball handles.",Low,6,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/c1805d853137effeb0e6/large,"Six original images examined. Second two-carton lot of assorted long metalworking files, narrow round files and rasps with improvised golf-ball handles. Most unboxed and worn; inspect teeth before splitting.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,100,,,
18483,Lot of assorted snap ring pliers.,Low,8,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/cc3eea549937d1e589f9/large,"Eight original images examined. Large assortment of mostly red-handled snap-ring pliers in straight, bent and specialty tip patterns, plus some locking pliers. Several visible K-D and other maker marks; many tips appear used and some sets unmatched.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",60,160,,,
18484,"(1) Kal Equip #2204, digital multimeter with case.",Low,4,Original photos examined (10-lot full-image pass),https://d1ljvnrgb7j023.cloudfront.net/files/1/55ff378b8bcb6f489491/large,"Four original images examined. Kal Equip 2204 automotive digital multimeter with original manual, red and black test leads and soft zip pouch. Display is blank in photos; battery compartment, lead insulation and calibration untested.",Not researched,"Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",10,35,,,
18485,"Lot of assorted pick sets, and picks.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/0d503437893886dd8a88/large,"Assorted hook, pick and probe tools, some packaged, with green and dark handles; check bent tips.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",15,45,,,
18486,(1) Lang internal and external retaining ring tool kit with plastic case.,Low,7,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/abd0ed648636bba66ed5/large,"Lang Model 87 large internal/external retaining-ring plier kit pictured in fitted black case with interchangeable tips. It appears substantially present but some molded recesses may be empty. Check hinge action, all tip sizes and case before using a complete-kit comparable.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,80,,,
18489,Lot of (5) various rubber handle prying and scraping tools.,Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/6abc18cc2a00bdb5eab0/large,"Five red/black handled pry/scraper tools, steel shafts; handles used and tips worn.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",15,45,,,
18490,Lot of assorted vise grip style welding clamps.,Low,13,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/f5ff4ddbc077df68641c/large,"More than ten mixed locking welding clamps and vise-grip-style tools are grouped in a large box. Many have heavy oxidation, dinged jaws and thread grime; some smaller pliers may be useful for personal fabrication. Test every clamp's adjusting screw and lock.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",70,205,,,
18491,"(1) approx. 60"" crow bar, and (2) approx. 60"" pry bars (1 with handle).",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/cf2f8988fd354f784b9b/large,"Three long steel pry bars/crowbars, one capped handle; inspect bends and cracks.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",20,55,,,
18493,Set of (3) portable LED lights with magnetic base.,Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/3b7c27c7478aa165d1e4/large,Box of three portable magnetic-base LED work lights with power leads; batteries/chargers and illumination untested.,Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,75,,,
18494,Lot of assorted Helicoil thread repair kit items.,Low,8,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/936d336947cbb543226c/large,"Several aged Heli-Coil thread-repair blister kits with partly cloudy and worn packaging; inserts, taps and drivers not all individually confirmed. Check thread size, packaging completeness and corrosion; slow to sell as mixed old stock.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",45,130,,,
18495,Lot of assorted nut drivers.,Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f170eef42620bda6ef3e/large,Box of assorted nut drivers with red/black and blue handles; sizes and socket wear mixed.,Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",20,60,,,
18500,"Lot of assorted screw extractor tools with (2) Irwin nut driver sets, and miscellaneous other items.",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/58bb6b9a80af4a6b60ed/large,"Bulk machinist/tooling assortment including blue cased socket-style tools, numerous knurled metal pieces, large drill bits and SuperTanium-marked cutting tools. Some cutting edges rusty and contents mixed; identify exact tooling sizes and intended use before valuing.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18502,Lot of assorted hitch pins.,Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/62e3b8fb4859958ea01f/large,"Box of assorted large hitch pins, clevis hardware and chains; corrosion and mixed sizes.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,70,,,
18504,Lot of (3) assorted Pex or water pipe cutters.,Low,5,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/7ea820a2562cc193554e/large,"Three used ratcheting plastic/PEX pipe cutters with orange, black and silver handles pictured in one box. Blades and pivots are not shown under cutting load. Verify full blade travel and cutting edge before paying for parts that may need replacement.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,90,,,
18505,"Lot of assorted channel lock pliers, (1) wire cutter, and pliers.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/1a93fe28c3cf016d6883/large,"Several adjustable tongue-and-groove pliers and red-handled cutters; mixed brands, worn teeth.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,75,,,
18506,"(1) Hemf loader tire remover/mounting tool, model EM8-75.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f543116a0a9f831d2140/large,Yellow heavy equipment tire mounting/removal tool with long tubular extension; battered paint and heavy lifting requirement.,Not researched,"Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,90,,,
18507,"(1) Lawson Products universal internal and external thread restorer, 5-piece combination set, #57588...",Low,5,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/1c92eaad50afdccda213/large,"Orange Lawson #57588 hard case is open with both internal/external thread-restorer fixtures, guide bars, adapters and printed guide apparently present. Case/tooling looks dirty but reasonably organized. Verify cutter edges and match every piece to the case diagram; photographed completeness is better than a loose partial kit.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",80,185,,,
18511,"Lot of assorted inspection equipment, includes pin gauges, small hole gauges, depth micrometers, mic...",Low,17,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/29cc4e9d475a5adf7fbb/large,"Large assortment of micrometers, dial indicators, internal gauges and cases, some with visible old labels and grime. Multiple measuring instruments may be useful, but calibration/rust/complete kit status unproven.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",115,335,,,
18512,"Lot of assorted vise grips, needle nose pliers, and more.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/bdcd5a0ffc2ff1ce72c5/large,"Assorted locking pliers, cutters and needle-nose tools laid out; worn grips and jaw alignment uncertain.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,95,,,
18517,"(1) Nailers fall protection compliance kit, size Large to XL.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/25082c3534d2a518451a/large,Blue harness and rope/lanyard fall-protection kit with labels and packaging; safety-critical inspection and expiry/history unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",10,45,,,
18519,"(1) oxygen cylinder, approx. 50"" tall x 8"" diameter, tank is empty.",Low,4,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/eb5f37c5be3ef208265c/large,"Tall green oxygen cylinder with hazard label and surface scuffs; empty per catalog, ownership and hydro-test unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,45,,,
18520,"(1) oxygen cylinder, approx. 42"" tall x 6"" diameter, tank is full.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/e692f1cc1a862261fe17/large,"Shorter green oxygen cylinder, visibly weathered; catalog states full, verify ownership, valve and test date.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,75,,,
18521,"(1) oxygen cylinder, approx. 42"" tall x 6"" diameter, tank is empty.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/40dd974d1f142e9fd2a7/large,"Green oxygen cylinder with worn paint and oxygen marking; empty per catalog, hydro-test and ownership unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,45,,,
18525,"Lot of (2) large pulley pullers, (1) 3-hook pulley puller, approx. 15"" long hooks, (1) 2-hook, appro...",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/65c0f739fde15c5d5c89/large,Two large mechanical pulley/bearing pullers with heavy hooks and screw spindles; rust and thread condition unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",30,100,,,
18526,"Lot of (9) assorted fire extinguishers, all are approx. 12"" tall.",Low,4,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/81843c4ac1a1b1c7089f/large,"Nine used red fire extinguishers in open cabinet; old inspection tags and charge status unverified, disposal may be required.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,45,,,
18527,"Lot of assorted pulley puller items, parts, washers, nuts, thread rod, and more.",Low,11,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/ac34e76da01e03bb156c/large,"Long shop workbench holds many specialized puller arms, separator jaws, forcing screws, threaded shafts, two red metal cases and storage drawers. Many pieces mixed or scattered, some surfaces oxidized. Confirm bench/cabinet inclusion and assemble complete puller configurations before valuing.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",280,850,,,
18528,"(1) Sheldon metal cabinet, 36"" wide x 23.5"" deep x 34"" tall, with contents of assorted starters, wor...",Low,12,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/5b376161d0149488de04/large,"Metal cabinet with multiple dusty used truck starters and solenoids plus numerous aged boxes labeled 12V, 24V and used. Most motors are untested cores with dirty castings; value depends on exact application numbers and successful bench testing.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",180,550,,,
18530,"(1) wood work bench, 114"" long x approx. 30"" deep x 33"" tall, includes 5"" Wilton bench vise, and man...",Low,7,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/697b685f3691be494ba6/large,"Very long worn wooden workbench with five-inch Wilton vise and wall/bench-mounted manual air-hose reel. Vise jaw faces visibly battered and top has severe wear; loose tools, cylinders and items around the bench are NOT included per catalog.",Not researched,"Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",140,345,,,
18531,"Lot of assorted safety triangles (with case), and approx. (4) sets of jumper cables.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/ba548143e0b0ca986ea3/large,Multiple red safety-triangle cases and coiled jumper cables on shelf; inspect reflective panels and cable clamps.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,85,,,
18536,Lot of (4) vintage jack stands.,Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/acc8d85493579f996f1a/large,Four aged mechanical screw-type jack stands with surface rust and wear; safety inspection essential.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,45,,,
18537,Lot of (2) tractor top links.,Low,4,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/50bb81310e37a45acaa0/large,"Pair of long rusty mechanical adjustable support jacks with eyelet ends and threaded sections. Check full screw travel, threads, pin retention and load rating before structural support use.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",45,135,,,
18538,"(1) Ingersoll-Rand 1"" pneumatic impact gun, and (1) Ingersoll-Rand 3/4"" impact gun.",Low,6,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/bbece1fe913473b89a71/large,"Two large Ingersoll-Rand impacts are visibly dirty, with substantial finish wear and some oxidized surfaces. No test under adequate air pressure; price reflects repair and slow freight risk.",Not researched,"Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",150,400,,,
18539,"Lot of assorted propane tanks with heating heads, and (1) Weller soldering gun.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/ee8f00599a44cd6e7e3f/large,"Assorted small propane heaters, torch heads and soldering equipment in mixed shelf bins; cylinder contents and operation unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",15,65,,,
