"lot","internal_id","title","description","category","snapshot_bid_usd","photo_count","close_utc","indicative_resale_low_usd","indicative_resale_high_usd","conditional_max_hammer_usd","risk_flags","review_note","review_status","first_photo_url","photo_review_status","photo_findings","photo_review_sheet","historical_unverified_resale_low_usd","historical_unverified_resale_high_usd","historical_unverified_max_hammer_usd","market_research_status","market_evidence_urls","market_research_notes","market_research_date_utc","priority"
"18282","1705470","Lot of (8) assorted heavy duty motors, includes 25, 20, and 5 HP, and more, all motors are for parts...","Lot of (8) assorted heavy duty motors, includes 25, 20, and 5 HP, and more, all motors are for parts or repair.","General industrial surplus","5","7","2026-09-29T23:30:00Z","","","","Incomplete/defective per catalog; Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 10 source-verified all-photo composite examined (7 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Pallet of several heavy industrial electric motors, aged and dusty; catalog explicitly parts/repair, no working assumption. Conditional as-is heuristic; no bidding without necessary inspection, handling and disposal checks.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/4d28ba811ad88d670f49/large","Inspected (contact sheet)","Pallet of several heavy industrial electric motors, aged and dusty; catalog explicitly parts/repair, no working assumption.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","0","300","0","Not researched","","","","Medium"
"18283","1705471","Various cuts of heavy duty steel lifting cable, includes 7/8"" x 82', and others.","Various cuts of heavy duty steel lifting cable, includes 7/8"" x 82', and others.","Bulk materials and racking","5","4","2026-09-29T23:30:00Z","","","","Removal/loading","Measure usable quantity; calculate dismantling, loading, transport and storage before bidding.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/01bf814c7e5e6c2744af/large","Inspected (contact sheet)","Large coils of heavy steel lifting cable on pallets, rusty/dirty; no overhead lifting without grade and strand inspection.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18284","1705472","(2) partial spools of galvanized hoist line, includes partial 3/4"", and partial 1/2"".","(2) partial spools of galvanized hoist line, includes partial 3/4"", and partial 1/2"".","Rigging and towing","5","0","2026-09-29T23:30:00Z","","","","Safety inspection","No catalog photos; inspect onsite and check description before bidding.","Catalog triaged; image inspection and valuation pending","","No source photos","","","","","","Not researched","","","","Low"
"18285","1705473","(2) skids of assorted Truck Oversize load banners/flags, Men Working safety signs, traffic cones, bu...","(2) skids of assorted Truck Oversize load banners/flags, Men Working safety signs, traffic cones, bungee cords, and more.","General industrial surplus","5","8","2026-09-29T23:30:00Z","","","","","Generic catalog triage only. Inspect details and likely demand before selecting a maximum bid.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/6465db868155bf626903/large","Inspected (contact sheet)","Two pallets of oversize-load signage, safety flags, cones and steel stands; worn and mixed completeness.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18286","1705474","Lot of assorted hand saws, includes bow saws, 64"" 2-man saw, and more.","Lot of assorted hand saws, includes bow saws, 64"" 2-man saw, and more.","General industrial surplus","5","4","2026-09-29T23:30:00Z","","","","","Inspect completeness and function; favor items with practical use or straightforward resale.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/fc48a0c038fec3fcb82c/large","Inspected (contact sheet)","Mixed large manual hand saws and long two-person saws on pallet; rusted teeth and worn handles.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Medium"
"18287","1705475","(1) skid with a Clipper Lacing belt, Flexco Quick Fit 190E connectors, various scalloped edges, and ...","(1) skid with a Clipper Lacing belt, Flexco Quick Fit 190E connectors, various scalloped edges, and more.","General industrial surplus","5","5","2026-09-29T23:30:00Z","","","","","Generic catalog triage only. Inspect details and likely demand before selecting a maximum bid.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/9b82b7b235c060778add/large","Inspected (contact sheet)","Pallet of industrial conveyor belt lacing strips, Flexco packages and assorted long steel pieces; check size/fitment.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Preliminary research; exact match pending","","See market-research.md; preliminary searches do not establish matching sold comparables. | Preliminary research: market-research.md","2026-09-25","Low"
"18288","1705476","Large lot of assorted hoses, includes 2"" OD, 1.5"" SAE, 100R4 Flame resistant hoses, hydraulic, and m...","Large lot of assorted hoses, includes 2"" OD, 1.5"" SAE, 100R4 Flame resistant hoses, hydraulic, and much more.","Power and hydraulics","5","5","2026-09-29T23:30:00Z","","","","","Function, leaks, motor condition and parts availability not independently verified.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/918b04abafe5191fead8/large","Inspected (contact sheet)","Large piles of mixed industrial hose and coiled rubber tubing; weathered and dirty, inspect cracks and pressure ratings.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Medium"
"18289","1705477","(4) partial spools of air hose, includes Parker 1/2"", 200 PSI max, 3/8"" air hose, Pioneer Farmax 3/4...","(4) partial spools of air hose, includes Parker 1/2"", 200 PSI max, 3/8"" air hose, Pioneer Farmax 3/4"", and more.","General industrial surplus","5","6","2026-09-29T23:30:00Z","","","","","Generic catalog triage only. Inspect details and likely demand before selecting a maximum bid.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/75bd05516114422b7899/large","Inspected (contact sheet)","Several heavy hose reels loaded with air/industrial hose, aged and dusty; check reel bearings and hose pressure rating.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18290","1705478","(1) Matthews Company HD, 3 pt. mower, model 10HDL, S/N 42021, approx. 10', 540 PTO.","(1) Matthews Company HD, 3 pt. mower, model 10HDL, S/N 42021, approx. 10', 540 PTO.","Farm equipment","5","9","2026-09-29T23:30:00Z","","","","","Confirm fit, wear, running status and pickup arrangements. Value depends on local demand.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/4e9f5b032b7b5c4c6c9a/large","Inspected (contact sheet)","Large yellow Matthews three-point PTO mower on ground, heavy rust/paint wear and blades obscured; inspect gearbox and driveline.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18562","1705384","Contents of cabinet, includes assorted torch and welding supplies, Tweco replacement conduits (appea...","Contents of cabinet, includes assorted torch and welding supplies, Tweco replacement conduits (appear to be new in box), safety glasses, ground clamps, respirators, and more, winning bidder responsible for proper removal.","Welding and gas","5","12","2026-09-29T23:30:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Large wood cupboard full of old plumbing, gas and hydraulic fittings, short hose pieces, small cases and partly marked boxes. Mixed dirty old stock with unknown grades, sizes and compatibility. Better for local workshop parts than rapid eBay resale.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/a80fd64e800c59332679/large","Batch 05: all source photographs inspected","Large wood cupboard full of old plumbing, gas and hydraulic fittings, short hose pieces, small cases and partly marked boxes. Mixed dirty old stock with unknown grades, sizes and compatibility. Better for local workshop parts than rapid eBay resale.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","90","295","30","Not researched","","","","Low"
"18563","1705385","(2) metal framed plastic pull out parts organizers with contents, includes assorted springs, brass f...","(2) metal framed plastic pull out parts organizers with contents, includes assorted springs, brass fittings, and contents of wood work bench drawers, includes springs, vintage torque wrench, lifter clamping tools, assorted hose, wire, level, wheel studs, nuts, bolts, and more.","Tires and wheels","5","8","2026-09-29T23:30:00Z","","","","","Confirm sizing, date code, sidewall condition and usable tread; heavy local pickup costs.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/198968c37da5616f9c13/large","Inspected (contact sheet)","Metal multi-drawer organizers containing small springs, fittings, miscellaneous shop parts; dusty and incomplete inventory.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18564","1705386","Lot of assorted hose clamps with (2) wall mount hose clamp organizers.","Lot of assorted hose clamps with (2) wall mount hose clamp organizers.","General shop tools","5","7","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Two old wall-mounted hose clamp displays with many loose and hanging worm-drive clamps plus bulk clamp-band stock. Some bright metal, others dirty or loose. Count reusable stainless clamps and verify screw condition before reselling.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/c6a3a750c08fa1c974f8/large","Batch 05: all source photographs inspected","Two old wall-mounted hose clamp displays with many loose and hanging worm-drive clamps plus bulk clamp-band stock. Some bright metal, others dirty or loose. Count reusable stainless clamps and verify screw condition before reselling.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","90","245","30","Not researched","","","","Low"
"18565","1705387","Lot of assorted tire repair supplies, includes vintage metal cabinets, approx. 21"" wide x 10"" deep x...","Lot of assorted tire repair supplies, includes vintage metal cabinets, approx. 21"" wide x 10"" deep x 16"" tall, contents include patches, repair tools, valve stems, caps, and more.","Tires and wheels","5","9","2026-09-29T23:30:00Z","","","","","Confirm sizing, date code, sidewall condition and usable tread; heavy local pickup costs.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/e89c0b63243ab1b7a057/large","Inspected (contact sheet)","TECH tire repair/vulcanizing service stock and red metal storage cabinet/drawers, with TECH 2-WAY self-vulcanizing materials and air service products. Shelf stock aged, expiry and adhesive usability unknown; cabinet may be more reliable resale component than consumables.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Low"
"18566","1705388","(1) vintage AC Spark Plug cleaner/tester with metal stand and pull out drawer, in working condition.","(1) vintage AC Spark Plug cleaner/tester with metal stand and pull out drawer, in working condition.","General industrial surplus","5","8","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. A vintage gray AC Spark Plug cleaner/checker tester on metal stand photographed with attached pressure gauge, lever and a drawer containing old hardware/adapters. Cabinet has chipped finish and old dust but looks mostly intact; catalog says working. Confirm compressor-air hookup, cleaner function, tester spark and included adaptors before pricing for collector resale.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/d23f8295eca7e01ae0ff/large","Batch 04: visually inspected","A vintage gray AC Spark Plug cleaner/checker tester on metal stand photographed with attached pressure gauge, lever and a drawer containing old hardware/adapters. Cabinet has chipped finish and old dust but looks mostly intact; catalog says working. Confirm compressor-air hookup, cleaner function, tester spark and included adaptors before pricing for collector resale.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","85","260","36","Not researched","","","","Medium"
"18567","1705389","(1) Sioux valve seat grinder, appears to be in working condition, unknown if complete.","(1) Sioux valve seat grinder, appears to be in working condition, unknown if complete.","General industrial surplus","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Sioux valve-seat grinding driver and several stones/pilots are stored in a metal case with original instruction sheet. Looks more complete than a bare driver, but important adapters and stone condition are unverified.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/9ccda228c2ea770ec17d/large","40-lot verified batch 01: contact sheet reviewed","Sioux valve-seat grinding driver and several stones/pilots are stored in a metal case with original instruction sheet. Looks more complete than a bare driver, but important adapters and stone condition are unverified.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","90","290","45","Not researched","","","","Medium"
"18568","1705390","(1) Sioux valve face grinding machine, with metal table, 110V, believed to be in working condition.","(1) Sioux valve face grinding machine, with metal table, 110V, believed to be in working condition.","General industrial surplus","5","7","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Dusty Sioux valve-face grinder appears largely assembled on a steel stand/table with operating levers and motor housing. Check spindle play, stone integrity, controls and actual power.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/d31a2cdeb5d1e6bb4a04/large","40-lot verified batch 01: contact sheet reviewed","Dusty Sioux valve-face grinder appears largely assembled on a steel stand/table with operating levers and motor housing. Check spindle play, stone integrity, controls and actual power.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","255","660","75","Not researched","","","","Medium"
"18569","1705391","(1) Central Machinery industrial 6"" pedestal grinder, 1/2 HP, item #46727, 115V, in working conditio...","(1) Central Machinery industrial 6"" pedestal grinder, 1/2 HP, item #46727, 115V, in working condition.","General industrial surplus","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Green Central Machinery 6-inch half-HP pedestal grinder photographed with task light, tool rests, shield and partially visible wheel guards. Motor label clearly says 115V; catalog says working. Old wheels and electrical cord must be examined/replaced as needed before operating.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/3b964b8a2177c77a0588/large","Batch 04: visually inspected","Green Central Machinery 6-inch half-HP pedestal grinder photographed with task light, tool rests, shield and partially visible wheel guards. Motor label clearly says 115V; catalog says working. Old wheels and electrical cord must be examined/replaced as needed before operating.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","60","165","27","Not researched","","","","Low"
"18570","1705392","(1) Johnson horizontal band saw, approx. 9"" throat, 120V, said to need adjustment, currently cuts cr...","(1) Johnson horizontal band saw, approx. 9"" throat, 120V, said to need adjustment, currently cuts crooked, in working condition, and (2) additional band saw blades.","General industrial surplus","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Old Johnson horizontal band saw on single steel stand with long enclosed blade guard, electric motor housing, vise and two replacement blades visible. Machine has old paint, pitting and dust. Catalog explicitly says it cuts crooked: blade tracking, guide bearings, vise alignment and feed mechanism likely need repair, so don't assume straight cuts without demonstration.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/c68af9842da2f10398dc/large","Batch 04: visually inspected","Old Johnson horizontal band saw on single steel stand with long enclosed blade guard, electric motor housing, vise and two replacement blades visible. Machine has old paint, pitting and dust. Catalog explicitly says it cuts crooked: blade tracking, guide bearings, vise alignment and feed mechanism likely need repair, so don't assume straight cuts without demonstration.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","130","390","45","Not researched","","","","Medium"
"18571","1705393","(1) Howell pedestal grinder with wire wheel and approx. 8"" grinding stone, 3 phase, includes extra g...","(1) Howell pedestal grinder with wire wheel and approx. 8"" grinding stone, 3 phase, includes extra grinding stones and wire wheels, in working condition.","Tires and wheels","5","7","2026-09-29T23:30:00Z","","","","Industrial power","Inspect completeness and function; favor items with practical use or straightforward resale.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/9275da6e162b06475e46/large","Inspected (contact sheet)","Heavy stationary industrial dual-wheel grinder/wire-wheel finishing station with spare abrasive and wire wheels. Motor nameplate appears Kingston-Conley; very dusty with exposed moving components and missing/limited guarding in photos. Confirm electrical requirements, arbor condition, wheel integrity and safe guarding before use.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Low"
"18572","1705394","(1) WT Complex drilling and milling machine, model DM-30, 8 3/8"" x 28 3/4"" table, drilling capacity ...","(1) WT Complex drilling and milling machine, model DM-30, 8 3/8"" x 28 3/4"" table, drilling capacity of 1 1/4"", 3 phase, includes a 6"" machinists vise, in working condition, winning bidder responsible for proper removal.","General shop tools","5","9","2026-09-29T23:30:00Z","","","","Industrial power; Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. WT/Complex DM-30 three-phase drill-mill with cross-slide table, small vise and pedestal, dusty but visibly assembled. Model plate appears 1 HP three-phase. No test of spindle, feed, motor or table backlash; substantial rigging and electrical conversion costs.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/f7aef0cb80c1563757ed/large","Batch 05: all source photographs inspected","WT/Complex DM-30 three-phase drill-mill with cross-slide table, small vise and pedestal, dusty but visibly assembled. Model plate appears 1 HP three-phase. No test of spindle, feed, motor or table backlash; substantial rigging and electrical conversion costs.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","420","1100","150","Not researched","","","","Medium"
"18573","1705395","(1) custom made pedestal stand with 4-drawer pull out metal organizer with contents of assorted dril...","(1) custom made pedestal stand with 4-drawer pull out metal organizer with contents of assorted drill bits, (1) Huot 3-drawer drill organizer, 14.5"" x 7"" deep x 8"" tall, includes contents of assorted standard drill bits, and more.","General shop tools","5","10","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Three-drawer drill index cabinet with hundreds of mixed large and small metal drill bits, plus several boxed large-bit sets and storage stand. Many bits show dull or used edges and cabinets dirty; sort, test shanks and verify case contents. Drill-mill behind belongs to adjacent lot.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/6def6ac33ed2d9bcd104/large","Batch 05: all source photographs inspected","Three-drawer drill index cabinet with hundreds of mixed large and small metal drill bits, plus several boxed large-bit sets and storage stand. Many bits show dull or used edges and cabinets dirty; sort, test shanks and verify case contents. Drill-mill behind belongs to adjacent lot.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","380","1150","125","Not researched","","","","Low"
"18574","1705396","(1) Duro Metal Products Company drill press, S/N R81780H, 120V, 10"" x 10"" plate, 120V, in working co...","(1) Duro Metal Products Company drill press, S/N R81780H, 120V, 10"" x 10"" plate, 120V, in working condition, winning bidder responsible for proper removal.","General shop tools","5","8","2026-09-29T23:30:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Tall older industrial drill press with circular perforated belt guard, square slotted table and motor; worn dirty metal with visible electrical leads. No running test, missing accessories possible; check spindle runout, quill, pulleys and safe power wiring.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/a952f95ba58e9e3a4efd/large","Batch 05: all source photographs inspected","Tall older industrial drill press with circular perforated belt guard, square slotted table and motor; worn dirty metal with visible electrical leads. No running test, missing accessories possible; check spindle runout, quill, pulleys and safe power wiring.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","220","650","70","Not researched","","","","Medium"
"18575","1705397","(1) Snap-On 6"" bench vise, currently mounted to bench, winning bidder responsible for proper dismoun...","(1) Snap-On 6"" bench vise, currently mounted to bench, winning bidder responsible for proper dismounting of vise.","Branded hand and power tools","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Snap-On vise has clear widespread hammering/gouges and heavily marked replaceable jaw faces; visually rougher than generic used condition. Inspect jaw alignment, slide wear and casting cracks; lower previous premium-brand ceiling.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/57539bb880dfa65172d8/large","40-lot verified batch 01: contact sheet reviewed","Snap-On vise has clear widespread hammering/gouges and heavily marked replaceable jaw faces; visually rougher than generic used condition. Inspect jaw alignment, slide wear and casting cracks; lower previous premium-brand ceiling.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","110","275","30","Not researched","","","","High"
"18576","1705398","(1) Wilton bench vise, #09-600, 6"" wide jaws, currently bolted to work bench, winning bidder respons...","(1) Wilton bench vise, #09-600, 6"" wide jaws, currently bolted to work bench, winning bidder responsible for proper dismounting of vise.","General shop tools","5","8","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Blue Wilton six-inch vise has severe jaw-face scoring and rust/old grime, though base and handle appear present. Inspect cracked casting, slide wear and damaged replaceable jaws before assuming it is an economical restoration.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/36380b459af4ba5bcb8a/large","40-lot verified batch 01: contact sheet reviewed","Blue Wilton six-inch vise has severe jaw-face scoring and rust/old grime, though base and handle appear present. Inspect cracked casting, slide wear and damaged replaceable jaws before assuming it is an economical restoration.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","105","280","30","Not researched","","","","Low"
"18577","1705399","(1) steel work bench, approx. 82"" long x 33"" deep x 38"" tall, includes contents of assorted chisels,...","(1) steel work bench, approx. 82"" long x 33"" deep x 38"" tall, includes contents of assorted chisels, breaker bars, standard wrenches, hack saws, screwdrivers, and more, winning bidder responsible for proper removal. Does not include vises shown in photo, bench and contents only.","Bulk materials and racking","5","11","2026-09-29T23:30:00Z","","","","Incomplete/defective per catalog; Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Long metal workbench with yellow/red wall cupboards, hanging wrenches, two air drills, many loose punches and heavy steel tooling, with lower toolboxes and mixed contents. Strong local shop utility but exact lot inclusion and removal labor need confirmation.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/209e630341fd38e39753/large","Batch 05: all source photographs inspected","Long metal workbench with yellow/red wall cupboards, hanging wrenches, two air drills, many loose punches and heavy steel tooling, with lower toolboxes and mixed contents. Strong local shop utility but exact lot inclusion and removal labor need confirmation.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","280","850","90","Not researched","","","","Low"
"18578","1705400","Lot of assorted truck and trailer lights, includes tail lights, headlights, truck mirrors, and more.","Lot of assorted truck and trailer lights, includes tail lights, headlights, truck mirrors, and more.","General industrial surplus","5","11","2026-09-29T23:30:00Z","","","","","Generic catalog triage only. Inspect details and likely demand before selecting a maximum bid.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/d202b60b80d7228b5bb6/large","Inspected (contact sheet)","Shelf of assorted truck lamps, mirrors, light lenses and boxed electrical parts; mixed obsolete fitments.","Temporary artifact orbitbid-1879-remaining-10; visual-review-batch-10.md","","","","Not researched","","","","Low"
"18579","1705401","Lot of (2) organizers with contents, 1 metal organizer is 34"" wide x 24"" tall x 12"" deep, with conte...","Lot of (2) organizers with contents, 1 metal organizer is 34"" wide x 24"" tall x 12"" deep, with contents of large quantity of assorted hydraulic fittings, 1 wood organizer is 39"" wide x 9"" deep x 54"" tall with SAE hydraulic fittings.","Power and hydraulics","5","13","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Tall gray multi-bin industrial cabinet densely stocked with hundreds of hydraulic hose fittings and adapters of mixed sizes, including large elbow and swivel fittings. Old stock, possible contamination and some sparse bins; value favors hydraulic shop buyer and sorted labeled lots.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/48adeeae1563a6294b2f/large","Batch 05: all source photographs inspected","Tall gray multi-bin industrial cabinet densely stocked with hundreds of hydraulic hose fittings and adapters of mixed sizes, including large elbow and swivel fittings. Old stock, possible contamination and some sparse bins; value favors hydraulic shop buyer and sorted labeled lots.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","240","750","80","Not researched","","","","Low"
"18580","1705402","(1) Imperial Eastman Kwikrimp, hydraulic crimping machine, model K501, S/N 5666, 120V, includes 14"" ...","(1) Imperial Eastman Kwikrimp, hydraulic crimping machine, model K501, S/N 5666, 120V, includes 14"" cut off saw, and (2) metal organizer cabinets with assorted hydraulic fittings, each cabinet measures 17.5"" wide x 11 3/4"" deep x 42"" tall, unit is in working condition, includes assorted dies, sizes 500, 1050, 1550 and 1750.","Tires and wheels","5","13","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Imperial Eastman Kwikrimp press, separate saw and two storage cabinets of hydraulic hose fittings pictured with several labeled die sets, moderate dirt but machine looks assembled. Catalog claims working; check exact crimp die set compatibility, press operation and cutting guard.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/99d8d3eab59cce00138b/large","Batch 02: all catalog images reviewed","Imperial Eastman Kwikrimp press, separate saw and two storage cabinets of hydraulic hose fittings pictured with several labeled die sets, moderate dirt but machine looks assembled. Catalog claims working; check exact crimp die set compatibility, press operation and cutting guard.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","520","1400","160","Not researched","","","","Medium"
"18581","1705403","(1) large, custom made heavy duty hydraulic H-press, 40"" wide x approx. 93"" tall, 110V, in working c...","(1) large, custom made heavy duty hydraulic H-press, 40"" wide x approx. 93"" tall, 110V, in working condition, winning bidder responsible for proper removal.","Power and hydraulics","5","10","2026-09-29T23:30:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Large H-frame industrial hydraulic shop press with substantial ram and side-mounted pump/motor assembly. Thick steel frame appears complete but very dirty, no proof of hydraulic operation or pressure rating. Verify frame welds, hose condition, control valve, ram seals, power requirements and removal route.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/3cecf42e6109287b8014/large","Batch 05: all source photographs inspected","Large H-frame industrial hydraulic shop press with substantial ram and side-mounted pump/motor assembly. Thick steel frame appears complete but very dirty, no proof of hydraulic operation or pressure rating. Verify frame welds, hose condition, control valve, ram seals, power requirements and removal route.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","450","1450","150","Not researched","","","","Medium"
"18582","1705404","(1) The Harrington Differential chain hoist with I-beam trolley bracket, hoist and bracket only, doe...","(1) The Harrington Differential chain hoist with I-beam trolley bracket, hoist and bracket only, does NOT include I-beam, winning bidder responsible for proper removal.","Rigging and towing","5","4","2026-09-29T23:30:00Z","","","","Incomplete/defective per catalog; Removal/loading; Safety inspection","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Harrington differential chain hoist and I-beam trolley remain installed overhead with long hanging chain; only the hoist/trolley bracket is included, beam excluded. Inspect hook, chain, free lifting and removal access; manufacturer plate not fully legible.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/a0e8c0d9885d1d40f9f1/large","Batch 02: all catalog images reviewed","Harrington differential chain hoist and I-beam trolley remain installed overhead with long hanging chain; only the hoist/trolley bracket is included, beam excluded. Inspect hook, chain, free lifting and removal access; manufacturer plate not fully legible.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","125","370","42","Not researched","","","","Low"
